UF	Município	ID	Nº Processo	Vinculada	Termo/Nº Convênio	Ano Termo/Convênio	Programa	Fonte	Esfera	Tipologia	Situação da Obra	% Executado (Informado pelo Municípo	Última Vistoria Instituição	% Executado Empresa	Última Vistoria Empresa	Empresa realizadora da Supervisão	Restrições	Inconformidades
CE	Itapipoca	1014886	23400004148201410	NÃO	9422	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	6.60%	22/08/2016	0.21%	11/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Milhã	1014887	23400004150201499	NÃO	9424	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	65.41%	13/07/2016	30.01%	18/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Milhã	1014888	23400004150201499	NÃO	9424	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	65.09%	12/07/2016	15.28%	12/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Pindoretama	1014889	23400004152201488	NÃO	9425	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.85%	21/09/2015	1.73%	19/08/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
SC	Timbó Grande	1014890	23400004107201423	NÃO	9583	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	84.43%	10/08/2016	63.59%	23/02/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
CE	Russas	1014891	23400004153201422	NÃO	9426	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	10/08/2015	35.48%	14/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	NÃO
CE	Saboeiro	1014892	23400004157201419	NÃO	9427	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	83.20%	01/08/2016	14.29%	12/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
CE	Santa Quitéria	1014893	23400004159201408	NÃO	9428	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	40.39%	04/07/2016	34.78%	06/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
GO	Itaguaru	1014894	23400004170201460	NÃO	9447	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	23.15%	23/08/2016	18.83%	31/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
CE	São Benedito	1014895	23400004160201424	NÃO	9429	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	89.92%	24/08/2016	39.47%	14/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	São Benedito	1014896	23400004160201424	NÃO	9429	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	99.99%	24/08/2016	19.46%	14/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	São João do Jaguaribe	1014897	23400004162201413	NÃO	9430	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	40.48%	11/07/2016	0.26%	13/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
CE	Uruoca	1014900	23400004164201411	NÃO	9433	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	99.46%	12/07/2016	16.87%	10/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
GO	Matrinchã	1014901	23400004172201459	NÃO	9449	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Em Reformulação	1.04%	30/03/2016	1.51%	27/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
CE	Viçosa do Ceará	1014902	23400004165201457	NÃO	9434	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	15/04/2016	36.75%	13/05/2014	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
GO	Silvânia	1014906	23400004173201401	NÃO	9450	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	31.08%	04/07/2016	31.08%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SE	Cristinápolis	1014916	23400004111201491	NÃO	9586	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	72.52%	28/07/2016	74.71%	09/12/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Pedrinhas	1014917	23400004112201436	NÃO	9587	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	60.60%	01/08/2016	8.75%	19/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SE	Santa Luzia do Itanhy	1014920	23400004115201470	NÃO	9480	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	70.76%	24/08/2016	43.92%	19/07/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
GO	São Domingos	1014921	23400004180201403	NÃO	9536	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	51.53%	10/05/2016	53.36%	18/05/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SP	Santo Antônio do Jardim	1014922	23400004120201482	NÃO	9589	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	27.40%	23/08/2016	20.22%	24/11/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
TO	Araguaçu	1014925	23400004121201427	NÃO	9590	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	59.77%	01/08/2016	34.67%	29/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
GO	Caldazinha	1014937	23400004176201437	NÃO	9498	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	31.98%	22/07/2016	32.77%	29/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
GO	Campos Verdes	1014939	23400004201201482	NÃO	9499	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	82.75%	09/08/2016	22.82%	16/03/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Firminópolis	1014943	23400004178201426	SIM	9501	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	42.85%	19/08/2016	16.89%	20/10/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Montividiu do Norte	1014944	23400004179201471	NÃO	9502	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	22.82%	25/07/2016	23.08%	29/04/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
TO	Tupirama	1014948	23400004127201402	NÃO	9602	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	64.05%	03/08/2016	32.50%	22/10/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Aldeias Altas	1014949	23400004202201427	NÃO	9458	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	03/12/2015	56.70%	15/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
GO	Silvânia	1014950	23400004181201440	NÃO	9504	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	62.05%	04/07/2016	27.77%	04/08/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
GO	Trindade	1014951	23400004182201494	NÃO	9505	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	29.02%	16/08/2016	29.69%	27/04/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MA	Anapurus	1014959	23400004188201461	NÃO	9537	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	79.20%	07/07/2016	48.33%	04/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Bacabal	1014961	23400004190201431	SIM	9515	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	88.61%	11/08/2016	12.32%	09/02/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Barreirinhas	1014963	23400004192201420	NÃO	9520	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Paralisada	20.10%	01/08/2016	13.25%	14/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Caxias	1014964	23400004193201474	NÃO	9538	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	28.39%	23/08/2016	14.96%	24/02/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MA	Codó	1014965	23400004194201419	NÃO	9524	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	65.00%	26/07/2016	60.68%	15/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Caldas	1014966	23400004203201471	SIM	9491	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Licitação	72.12%		46.13%	13/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Paço do Lumiar	1014968	23400004195201463	NÃO	9525	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	50.59%	09/08/2016	44.74%	03/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Paço do Lumiar	1014969	23400004195201463	NÃO	9525	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	61.37%	05/08/2016	67.51%	03/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Palmeirândia	1014970	23400004196201416	NÃO	9526	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	64.75%	23/05/2016	55.25%	01/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Palmeirândia	1014971	23400004196201416	NÃO	9526	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	64.49%	18/05/2016	21.11%	13/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Pedro do Rosário	1014972	23400004197201452	NÃO	9528	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	66.29%	05/07/2016	51.31%	01/08/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Catuji	1014973	23400004204201416	NÃO	9493	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	30.83%	26/07/2016	29.39%	15/12/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MA	Santa Luzia do Paruá	1014974	23400004198201405	NÃO	9529	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	21.74%	11/08/2016	18.94%	30/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MA	Timon	1014977	23400004200201438	NÃO	9532	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Concluída	100.00%	13/08/2016	17.07%	15/04/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MA	Timon	1014978	23400004200201438	NÃO	9532	2014	Quadras	PAC2	Municipal	QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE	Execução	63.48%	22/08/2016	33.96%	14/09/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Grão Mogol	1014980	23400004206201413	NÃO	9495	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	23/08/2016	46.35%	22/10/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Itanhandu	1014982	23400004207201450	NÃO	9508	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	41.36%	02/06/2016	34.49%	25/11/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MG	Pintópolis	1014985	23400004209201449	NÃO	9535	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	27/07/2015	90.06%	14/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
MG	Santana de Pirapama	1014988	23400012173201396	NÃO	9545	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	0.00%		2.54%	21/08/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
MG	Verdelândia	1014990	23400004213201415	NÃO	9554	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	02/08/2016	76.29%	27/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
MS	Ponta Porã	1014994	23400004215201404	NÃO	9594	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	02/04/2016	0.63%	30/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MT	Aripuanã	1014996	23400004218201430	NÃO	9596	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	93.11%	13/07/2016	3.94%	28/05/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
MT	Barra do Garças	1014997	23400004219201484	SIM	9601	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	74.26%	15/08/2016	67.21%	22/03/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
MT	Cáceres	1014998	23400004220201417	NÃO	9603	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Paralisada	57.72%	17/08/2016	39.58%	09/03/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	NÃO
PB	Capim	1014999	23400004221201453	NÃO	9604	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	39.61%	27/07/2016	27.25%	31/03/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
PR	Bela Vista do Paraíso	1015002	23400004223201442	NÃO	9606	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	23/05/2016	77.53%	22/09/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PR	Bituruna	1015003	23400004224201497	NÃO	9607	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	17/06/2016	84.70%	14/01/2016	PAULO GAIGA ENGENHARIA LTDA	SIM	NÃO
PR	Cândido de Abreu	1015005	23400004225201431	NÃO	9608	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	03/05/2016	55.38%	20/10/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PR	Colombo	1015006	23400004226201486	NÃO	9609	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	01/08/2016	99.46%	03/08/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
PR	Cornélio Procópio	1015007	23400004053201404	NÃO	9610	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	30/06/2016	61.61%	29/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
RN	Alexandria	1015009	23400004230201444	NÃO	9612	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Paralisada	1.49%	19/07/2016	0.00%	18/05/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	NÃO
RS	Bom Jesus	1015011	23400004232201433	NÃO	9614	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	09/06/2016	23.37%	02/09/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Santa Clara do Sul	1015023	23400004238201419	NÃO	9623	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.22%	18/11/2015	99.46%	18/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Santa Margarida do Sul	1015024	23400004239201455	NÃO	9624	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	04/03/2015	47.54%	18/09/2014	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
RS	Santa Vitória do Palmar	1015025	23400004240201480	NÃO	9625	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	21/06/2016	87.63%	26/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SC	Jaborá	1015028	23400004242201479	NÃO	9627	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	02/02/2016	64.98%	19/05/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	Passo de Torres	1015072	23400004244201468	NÃO	9656	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	05/04/2016	21.66%	30/07/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	Porto União	1015073	23400004245201411	NÃO	9657	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	25/05/2015	93.23%	18/05/2015	PAULO GAIGA ENGENHARIA LTDA	SIM	SIM
SC	Quilombo	1015074	23400004246201457	NÃO	9658	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	24/08/2015	0.40%	11/09/2014	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	Rio do Campo	1015075	23400004247201400	NÃO	9660	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	07/12/2015	100.00%	25/07/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	SIM
SC	São João Batista	1015076	23400004248201446	NÃO	9661	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.99%	18/12/2015	45.96%	26/06/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	São Lourenço do Oeste	1015078	23400004249201491	NÃO	9662	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	99.21%	17/05/2016	65.18%	29/01/2015	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SC	São Miguel do Oeste	1015079	23400004250201415	NÃO	9664	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	20/05/2016	93.23%	21/03/2016	PAULO GAIGA ENGENHARIA LTDA	NÃO	NÃO
SE	Riachão do Dantas	1015117	23400004255201448	NÃO	9669	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Execução	72.09%	09/07/2016	53.81%	17/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Atibaia	1015118	23400004260201451	NÃO	9670	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	13/07/2015	69.28%	07/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Avaré	1015120	23400004261201403	NÃO	9671	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE	Concluída	100.00%	04/07/2016	88.21%	14/04/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Caiabu	1015122	23400004262201440	NÃO	9672	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	58.19%	08/08/2016	18.65%	01/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
SP	Campo Limpo Paulista	1015123	23400004263201494	NÃO	9673	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Concluída	100.00%	17/03/2016	24.45%	07/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
SP	Cardoso	1015124	23400004264201439	SIM	9674	2014	Cobertura	PAC2	Municipal	COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE	Execução	68.77%		68.43%	19/08/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Passo de Camaragibe	1015196	23400004501201461	NÃO	29939	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	47.22%	22/07/2016	24.41%	14/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Passo de Camaragibe	1015197	23400004501201461	NÃO	29939	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	95.98%	16/08/2016	24.67%	05/03/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	SIM	NÃO
AC	Tarauacá	1015199	23400004472201438	NÃO	30053	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	95.01%	22/06/2016	91.59%	17/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	São Miguel dos Campos	1015200	23400004474201427	NÃO	30070	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	51.64%	26/08/2016	0.91%	29/04/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Teotônio Vilela	1015201	23400004476201416	NÃO	29943	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	96.63%	10/08/2016	20.35%	02/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Teotônio Vilela	1015202	23400004476201416	NÃO	29943	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	38.80%	11/08/2016	20.23%	02/06/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
AL	Teotônio Vilela	1015203	23400004476201416	NÃO	29943	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	94.40%	28/07/2016	49.96%	27/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Banzaê	1015204	23400004477201461	NÃO	30104	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Concluída	99.99%	27/06/2016	0.00%	27/05/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Barra do Choça	1015205	23400004479201450	NÃO	30109	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	77.31%	02/08/2016	65.89%	28/05/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
MA	Água Doce do Maranhão	1015206	23400004502201414	SIM	30240	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	49.63%	17/06/2016	16.89%	15/07/2015	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
BA	Barro Preto	1015209	23400004480201484	NÃO	30111	2014	PAR	TD	Municipal	Espaço Educativo - 06 Salas	Execução	40.47%	08/08/2016	30.70%	26/01/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Anajatuba	1015210	23400004504201403	NÃO	30242	2014	PAR	TD	Municipal	Espaço Educativo - 02 Salas	Execução	35.62%	08/03/2016	16.87%	27/06/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	SIM	SIM
BA	Brotas de Macaúbas	1015212	23400004483201418	NÃO	30117	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	14.31%	05/07/2016	1.37%	20/07/2015	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	NÃO
BA	Cabaceiras do Paraguaçu	1015214	23400004485201415	SIM	30118	2014	PAR	TD	Municipal	Espaço Educativo - 12 Salas	Execução	80.07%	18/08/2016	30.47%	16/02/2016	CONCREMAT ENGENHARIA E TECNOLOGIA S/A	NÃO	SIM
MA	Anapurus	1015215	23400004507201439	NÃO	30025	2014	PAR	TD	Municipal	Espaço Educativo - 04 Salas	Execução	62.65%	25/07/2016	17.14%	26/04/2016	DERVISH ENGENHARIA & CONSULTORIA LTDA.	NÃO	SIM
